first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
ALFRED,Szymański,SP/160919/2016,2016-03-09,4393.29 złotych  ,SPRZEDAŻ,Tak
Mirosław,Witkowski,lo/868713/2010 ,2010/04/20,4421.25 ZŁ,LOGISTYKA,NIE MA
,Jakubowski,MA/751254/2015,2015-05-14T00:00:00 ,3484.8 ZŁ,MARKETING,NIE MA
Agnieszka,Piotrowska,oc/539103/2012,2012/10/06,3148.4200000000005 złotych,OCHRONA,Prawda
izabela,Lewandowska,ka/340154/2018,2018-03-29,3783.3950000000004 PLN,KADRY ,True
Zdzisław,Tomaszewski,MA-252565-2014,2014-09-06,3785.6000000000004 PLN,MARKETING,nie ma
Dariusz,Kalinowski,OC.584631.2016 ,2016-11-14,2674.2210000000005 PLN,OCHRONA,PRAWDA
Wiesław,Nowicki,KS/321872/2013,2013-11-10,6615.18 złotych,KSIĘGOWOŚĆ,Tak
,kwiatkowska,MA/207039/2018,2018-08-26,4853.76 zł,MARKETING,NIE MA
Leokadia,Michalak,CZ/637236/2013,2013/09/21,"3 787,3 ZŁ",CZYSTOŚĆ,TAK
Ludwik,Wojciechowski,KA/638174/2013,,"4 200,5 złotych",KADRY,0
Eugeniusz,Urbański,SP/769958/2013,2013-08-02 ,"4 599,870000000001 PLN",SPRZEDAŻ,PRAWDA
Daniela,Ostrowska,MA/338123/2016,2016-04-28T00:00:00,5089.92 PLN,MARKETING,PRAWDA  
Urszula,krawczyk,sp/543453/2015,2015-11-30,4992.900000000001 złotych,SPRZEDAŻ,tak
Witold,Makowski,KS/121113/2012,2012-03-20,4861.2 złotych,KSIĘGOWOŚĆ,0
Karol,michalak,KA/673976/2016,2016/09/25,"4 034,65 ZŁ",KADRY ,Nie
,Chmielewski ,LO-434057-2018 ,2018-02-07,"3 709,395 zł",LOGISTYKA,Fałsz
Jan,Pawlak,OC/447581/2010,2010/12/26,3182.6300000000006 PLN,OCHRONA ,  
Ireneusz,dudek,SP/935986/2017,2017-09-10T00:00:00,3975.0 zł,SPRZEDAŻ,0
Janusz,Duda,MA/112126/2017,2017-04-13,4920.0 PLN,MARKETING,0
Zofia,Jaworska ,oc/913908/2017 ,2017-01-03T00:00:00,3770.8 PLN,OCHRONA,false
IZABELA,Ostrowska,OC/682899/2017,2017-06-02,3310.4390000000003 złotych,OCHRONA,1
Elżbieta,Wróblewska,ka/881813/2011,2011-09-02,"4 754,3150000000005 pln",KADRY,false
Aleksandra,Dudek,MA/221516/2016,2016/06/17,4016.4960000000005 zł,MARKETING,Tak
Romuald,Jankowski,MA/394206/2012,2012/08/17,3901.12 ZŁ,MARKETING,nie 
SABINA,Nowicka,SP_704136_2015    ,2015-07-03,3243.75 ZŁ,SPRZEDAŻ,nie
Krystyna,WALCZAK,KS/397637/2014,2014-02-18,5534.0 złotych ,KSIĘGOWOŚĆ,nie
Marek ,Ziółkowski,ma/911860/2012,2012/10/06,4793.6 PLN,MARKETING,False
Katarzyna,Król ,SP-566238-2016,2016/06/17,"4 252,5 zł",SPRZEDAŻ,FAŁSZ
beata,Król,ks/953678/2015,2015-10-11,5568.0 pln,KSIĘGOWOŚĆ,Nie
Waldemar,,sp/431613/2010 ,2010/12/26,4209.81 pln,SPRZEDAŻ,True
Łucja ,Jaworska,SP/263493/2017,2017-02-22,4579.5 pln,SPRZEDAŻ,Fałsz
Krzysztof ,Krawczyk,KS/213139/2015,2015-11-30,7687.24 PLN,KSIĘGOWOŚĆ,True 
Paweł,Szulc ,KA/192602/2015,2015-05-14,5142.28 złotych,KADRY,Fałsz
Eugeniusz,Jasiński,CZ/745683/2016  ,2016-06-17T00:00:00,"2 170,0 złotych",CZYSTOŚĆ,nie ma
BERNADETA,Wróbel,SP/966931/2013,2013-03-05,4192.320000000001 ZŁ,SPRZEDAŻ,Prawda
Jacek,KOWALCZYK ,CZ_910608_2013,2013-12-30,"3 239,0 złotych",CZYSTOŚĆ,Nie
Mirosław,Głowacki ,ka/967956/2015,2015-03-25,4499.650000000001 pln,KADRY,Fałsz
Lech,Sikora,SP/901833/2010,2010-01-10,"3 738,0 zł",SPRZEDAŻ ,nie
Justyna,WOJCIECHOWSKA,SP/446253/2009,2009-08-13,5167.65 PLN,SPRZEDAŻ,Fałsz
Zbigniew,Sawicki,lo/246328/2018,2018-05-18,4452.57 ZŁ,LOGISTYKA,nie
JAN,Włodarczyk,lo/740007/2018,2018-05-18 ,3639.6000000000004 ZŁ,LOGISTYKA,NIE MA
Józefa,Michalska,ks/448080/2012,2012-03-20,6382.0 PLN,KSIĘGOWOŚĆ,nie ma 
Gabriela,Woźniak,SP_437888_2010,2010-06-09,"3 475,7250000000004 złotych",SPRZEDAŻ,1
wiesława  ,Mazur,SP_924626_2012,2012/08/17,4621.650000000001 złotych,SPRZEDAŻ,True
sławomir,Szymański,IT/159860/2009,2009-06-24T00:00:00,9306.0 ZŁ ,IT,PRAWDA
Ilona,Nowakowska,KA/504342/2013,2013-09-21,3945.370000000001 PLN,KADRY,Tak
Bronisław,Górski,MA_866298_2010,2010-12-26,"4 682,400000000001 pln",MARKETING,nie
Andrzej,Wieczorek,LO/959086/2011,,3732.0750000000003 ZŁ,LOGISTYKA,NIE
halina,Kowalczyk,LO/654866/2018,2018/07/07,4869.315000000001 złotych,LOGISTYKA,tak
Jerzy,Wróbel,MA/161755/2011  , ,6120.048000000001 ZŁ,MARKETING,True
HELENA,Król,KA/122284/2012,2012/11/25,4970.85 złotych,KADRY,NIE
Justyna,,ka/957014/2011,2011-02-14,4209.8 złotych,KADRY  ,nie ma 
Regina,Górska,MA_948199_2013,2013-03-05,"5 555,200000000001 pln",MARKETING,nie ma
agata,Tomaszewska,MA/854342/2015,,5561.76 zł ,MARKETING ,0
irena,KAMIŃSKA  ,MA/408365/2012,2012/08/17,"5 046,400000000001 złotych ",MARKETING,nie
Urszula,Kaczmarek,lo/471661/2012,2012/05/09,4009.500000000001 złotych,LOGISTYKA,1 
Jacek,Dąbrowski,KS/218602/2009,2009-11-21,"4 494,0 pln",KSIĘGOWOŚĆ,Nie
jarosław,Gajewski,za/716926/2011,2011/02/14,65382.50000000001 zł,ZARZĄD,NIE MA
daniela,Mazur,sp/162676/2012,2012/08/17,4189.5 ZŁ,SPRZEDAŻ    ,NIE
Anna,Pawlak,MA.315720.2015,2015/07/03,5351.456 PLN,MARKETING  ,true
Bogumiła,dąbrowska,MA_354875_2015,2015-11-30,"4 854,080000000001 PLN",MARKETING,Tak
Aleksandra,Tomaszewska ,sp/641301/2012,2012/08/17,3802.5 złotych,SPRZEDAŻ ,false
Sabina,kozłowska,ma/370187/2016,2016-08-06,"5 440,0 złotych ",MARKETING,NIE MA  
Katarzyna,Lewandowska,lo/827466/2014 ,2014-02-18,"3 442,2300000000005 zł",LOGISTYKA,MA
Leokadia,Kamińska,it/428004/2016,2016-11-14,7195.375000000001 złotych,IT,true
romuald,Wróblewski,ka/392375/2011,2011-07-14,3534.31 ZŁ,KADRY,false
Bronisław,MAKOWSKI,sp/312274/2017,2017-04-13,3586.605 pln,SPRZEDAŻ,ma
HALINA,Piotrowska  ,SP/870976/2013  ,2013/09/21 ,4795.5 zł,SPRZEDAŻ ,FAŁSZ
LUCYNA,JASIŃSKA,MA/449270/2018,2018/10/15 ,4054.72 złotych,,0
Józefa,Kaczmarek,cz/139135/2011 ,2011-02-14,3045.3 złotych,CZYSTOŚĆ,nie ma
Marianna,Stępień,SP-104001-2010  ,2010-12-26,5428.5 zł,SPRZEDAŻ,PRAWDA
izabela,Górska ,ma/241930/2010,2010-12-26,"3 809,6000000000004 ZŁ",MARKETING,NIE MA
Jarosław,Sobczak,ks/803567/2009,2009/11/21,6158.0 złotych,KSIĘGOWOŚĆ,NIE MA
Zdzisław ,Górski,KS/548252/2010,2010-01-10T00:00:00,6318.0 złotych,KSIĘGOWOŚĆ,nie ma
Sabina,Szewczyk ,SP.507722.2013,2013/04/24,"4 952,700000000001 pln",SPRZEDAŻ,NIE MA
Waldemar,Sokołowski,KS_113637_2015,2015-10-11T00:00:00,5128.0 ZŁ,KSIĘGOWOŚĆ,NIE
Julia,Kaczmarek,cz/222193/2010,2010-12-26,"2 545,0 pln ",CZYSTOŚĆ,0
Zenon,Duda,SP.543135.2011,2011-12-11 ,4341.0 pln,SPRZEDAŻ,FAŁSZ
Łucja,Dąbrowska,CZ_719820_2012,2012-08-17T00:00:00,3246.1000000000004 złotych,CZYSTOŚĆ  ,Tak
,pawlak,OC/565239/2010,2010-06-09,2314.1800000000003 złotych,OCHRONA,NIE
Daniela ,Wojciechowska,KA/938355/2017,,4106.105 zł,KADRY ,0
Anna,Lewandowska,SP/807095/2014,2014-10-26,4993.395000000001 pln,SPRZEDAŻ,1
Adam,dąbrowski,SP_794884_2013,2013-08-02T00:00:00  ,4059.6600000000008 ZŁ,SPRZEDAŻ,Tak
Janusz,Wysocki,oc/626099/2011,2011/02/14,"3 254,1740000000004 ZŁ ",OCHRONA,tak 
Barbara,kwiatkowska,MA/249534/2013,2013-03-05T00:00:00,5553.92 zł,MARKETING  ,nie
Zdzisław,Gajewski,sp/370807/2018,2018-03-29,4356.0 PLN,SPRZEDAŻ,0
Ludwik,Olszewski,MA/735027/2015,2015-07-03,5639.040000000001 złotych,MARKETING,ma
Jarosław,Tomaszewski,MA-786137-2014,2014-07-18,3993.6000000000004 ZŁ,MARKETING  ,nie
Barbara,GÓRSKA,KA.746922.2015,2015-11-30,5562.5625 PLN,KADRY,1
Wiesława,MAJEWSKA,LO/548626/2015,2015/05/14,4462.425000000001 pln,LOGISTYKA,ma
Aniela,Zając,ka/144777/2015,2015-07-03T00:00:00,3967.5350000000003 PLN,KADRY,tak
Janusz,Włodarczyk,MA/385106/2017,,"3 515,84 złotych",MARKETING,NIE MA
Michał,Kamiński,MA/900466/2012,2012-01-30T00:00:00,4464.16 złotych,MARKETING,
Wiesław,BĄK,KS/106342/2017,2017/06/02,4282.0 PLN,KSIĘGOWOŚĆ,Fałsz
Bogusław     ,Jabłoński,LO/943412/2014,2014-07-18,3927.96 złotych,LOGISTYKA,nie ma
Agnieszka,Majewska,KS/909016/2017,2017-12-19,"5 169,2 ZŁ",KSIĘGOWOŚĆ,false
Romuald,Szewczyk,CZ/397818/2016,2016-03-09T00:00:00,2195.0 PLN,CZYSTOŚĆ,0
ELŻBIETA,wojciechowska,lo/489690/2013,2013-11-10,4625.235000000001 ZŁ,LOGISTYKA,FAŁSZ
Zdzisław,Pietrzak  ,IT/862497/2013,2013-08-02,6106.5 zł,IT,nie ma 
Julian,Jasiński,KS/180644/2013,2013-09-21,6658.0 ZŁ ,KSIĘGOWOŚĆ,False
Julian,Dudek,LO/811949/2018  ,2018-08-26 ,4462.02 PLN,LOGISTYKA,nie
Michalina,LEWANDOWSKA,ks/427267/2014,2014-05-29,5835.280000000001 pln   ,KSIĘGOWOŚĆ,1
justyna,Pietrzak,SP/831692/2014,2014-09-06,4153.5 PLN,SPRZEDAŻ,NIE MA
IRENA,Mazur ,cz/772974/2012,2012-11-25,2846.7 zł,CZYSTOŚĆ,nie
Regina  ,Jabłońska,KA-750662-2013,2013-08-02T00:00:00,5413.22 zł,KADRY,NIE MA
Zenon ,Michalak,MA/605467/2010,2010-01-10T00:00:00,4721.6 PLN,MARKETING,nie ma
alfred,Szczepański,CZ/182909/2010,2010-07-29T00:00:00,3336.3 ZŁ,CZYSTOŚĆ,PRAWDA
IRENEUSZ,DUDEK ,lo/521048/2015,2015-02-03T00:00:00,3207.6000000000004 PLN  ,LOGISTYKA,nie ma
Józef,,OC/245346/2010,2010-04-20,"3 548,71 złotych ",OCHRONA,Fałsz
Franciszka,OSTROWSKA,IT-522327-2010,2010-06-09,7694.25 zł,IT,nie ma
Julian  ,Jabłoński ,KS/477024/2011 ,2011-09-02T00:00:00,5720.0 złotych,KSIĘGOWOŚĆ ,NIE MA
Przemysław,,MA/512350/2018,2018-03-29,5350.400000000001 PLN,MARKETING ,Nie
Włodzimierz,KOWALSKI,LO/184465/2016,2016/11/14,"3 517,1550000000007 złotych",LOGISTYKA  ,nie ma
BOGUMIŁA,KOWALSKA ,CZ/704685/2013,2013/12/30,3160.0 złotych,CZYSTOŚĆ,nie
Ryszard,Jaworski,MA/193662/2010, ,5017.6 pln,MARKETING,nie
EMILIA,Wiśniewska,IT/677481/2016,2016-03-09,6344.250000000001 zł,IT,PRAWDA
Michał,Czarnecki,ma/546251/2018 ,2018-10-15,5220.4800000000005 zł,MARKETING,false
Eugenia,Pietrzak,OC/644701/2017,2017-09-10,3932.0160000000005 złotych,OCHRONA ,TAK  
Bogusława,KOWALSKA,KS/117202/2010,2010-11-06,4775.2 ZŁ,KSIĘGOWOŚĆ,Fałsz
Anna,Kowalska,MA/436780/2009,2009/11/21,"3 903,6800000000003 pln",MARKETING,false
Wiktor,Kwiatkowski,KA/723798/2010,2010/03/01,5529.315000000001 złotych,KADRY,ma
Bogumiła,,ka/642327/2011,2011-09-02,4122.8605 ZŁ,KADRY,PRAWDA
Zdzisława,,SP-891497-2013,2013-06-13,"5 126,55 PLN  ",SPRZEDAŻ  ,Prawda
Maciej,Lewandowski,KS/582890/2012,2012-11-25,4392.0 pln,KSIĘGOWOŚĆ,nie ma
Romuald  ,Zieliński,LO-110855-2017,2017/04/13,3220.425 zł ,LOGISTYKA ,0
Michał,Walczak,IT/401409/2009,2009-08-13,9451.2 PLN,IT,TAK
janina,Zielińska,MA.131130.2015,2015-02-03,3544.0 PLN,MARKETING,NIE MA
Helena,Król,ma/469006/2018,2018-08-26,5454.72 pln,MARKETING,Fałsz
Mariusz,majewski,LO-510665-2017,2017-06-02,3619.3500000000004 zł,LOGISTYKA,Nie
Witold  ,Maciejewski,KA/566176/2017,2017-10-30,4272.265 zł,KADRY,false
,Marciniak,KS/910276/2010,2010-04-20,6706.0 ZŁ,KSIĘGOWOŚĆ,NIE MA
Sylwester,laskowski,ma/590464/2014,2014-04-09,4740.8 ZŁ,MARKETING ,Nie
Marcin,Stępień,KA/194381/2011,2011-07-14,5392.915000000001 PLN,KADRY,1
,Woźniak,MA/310776/2011,2011-09-02 ,"4 743,200000000001 PLN",MARKETING,ma
Wacław,Wiśniewski,MA/463507/2017,2017-02-22,"3 400,0 pln",MARKETING,NIE
Wiktoria,Szymańska,SP/108598/2017,2017/12/19,"4 950,0 złotych",SPRZEDAŻ,Nie
Ewa,RUTKOWSKA,SP/162078/2016,2016-09-25,4219.5 zł,SPRZEDAŻ,NIE MA 
Aleksandra,Jabłońska,KA.609567.2010,2010-12-26T00:00:00,5109.885000000001 PLN,KADRY,true 
Wacław,Nowakowski,cz/866891/2012,2012-03-20T00:00:00,3428.6 zł,CZYSTOŚĆ,
Antoni,Michalski,ma/309361/2013,2013-04-24T00:00:00  ,"4 760,32 ZŁ",MARKETING ,Nie
Aneta,Michalak,KS/945440/2017,2017-07-22,5683.04 ZŁ  ,KSIĘGOWOŚĆ,1
Bolesław,Górski,LO/878524/2009 ,2009/11/21  ,3222.045 PLN,LOGISTYKA,Fałsz
Aleksander,KOZŁOWSKI,SP_847108_2012 ,2012/11/25,"4 649,700000000001 złotych",SPRZEDAŻ,tak
teresa,Nowakowska,LO/248446/2018,2018-02-07,4542.75 PLN,LOGISTYKA,0
,Czarnecki,OC.616696.2016,2016-04-28,3128.7300000000005 złotych,OCHRONA,Fałsz 
NATALIA,grabowska,IT/133670/2014,2014-02-18,8358.25 PLN,IT,Nie
Franciszek,Czarnecki,SP/284247/2017  ,2017-12-19,5207.25 PLN ,SPRZEDAŻ,FAŁSZ
Daniela,Jabłońska,sp/141894/2011,2011-09-02 ,"4 022,7000000000003 ZŁ",SPRZEDAŻ,ma
Aleksander,Krupa,OC/622443/2015,2015/08/22  ,3391.388000000001 ZŁ,OCHRONA,1
Aleksander,Borkowski,ZA/146546/2014,2014-09-06T00:00:00 ,"57 750,00000000001 pln",ZARZĄD,true
Izabela,Szymańska,SP/909489/2010,2010-07-29,"4 576,935 pln",SPRZEDAŻ,ma
Mariola,Pawlak,OC/926635/2009,2009/08/13,3779.6000000000004 złotych,OCHRONA,FAŁSZ
GABRIELA,Olszewska,LO/197827/2016,2016-04-28,4130.595 ZŁ ,LOGISTYKA,false
Mieczysław,krawczyk,ks/289543/2015,2015-10-11,4202.2 zł,KSIĘGOWOŚĆ,NIE MA
STEFAN,Michalak,oc/462500/2011,2011-09-02,2655.9500000000003 złotych,OCHRONA ,1
cezary  ,Chmielewski,ka/926088/2009,2009-10-02,4397.35 zł,KADRY,
,Sikora,ka/657778/2010,2010-11-06T00:00:00 ,3671.9500000000003 pln,KADRY,0
Aneta,Nowakowska,ka/863758/2012,2012-08-17,"4 076,6550000000007 złotych",KADRY,True
Stanisława,Walczak,sp/134038/2015,2015-02-03,5132.85 ZŁ,SPRZEDAŻ,NIE MA
Leszek,Jaworski,ka/594580/2011,2011-10-22,3268.9500000000003 ZŁ,KADRY,NIE
Ludwik,bąk,cz/588062/2018,2018-02-07,"3 438,82 ZŁ",CZYSTOŚĆ,tak  
Leokadia,piotrowska,MA/625341/2018,2018-02-07T00:00:00,"5 548,8 pln",MARKETING,NIE MA
Olga,Jasińska,SP/747402/2011,2011-07-14T00:00:00,4518.0 zł,SPRZEDAŻ,Nie
Władysław,Zając ,CZ/356739/2011,2011-10-22,2972.0 złotych,CZYSTOŚĆ,False
Artur,Gajewski,LO_605497_2017,2017-10-30,3614.0445 ZŁ,LOGISTYKA,PRAWDA
MIECZYSŁAW ,Dąbrowski,KS.863109.2010,2010-09-17,6778.4 ZŁ,KSIĘGOWOŚĆ,NIE MA 
BOGDAN,DĄBROWSKI,KA-339039-2011 ,2011-04-05T00:00:00,"4 662,400000000001 ZŁ",KADRY,NIE MA 
Aleksander,Stępień,ka/280977/2010,2010-12-26,4771.675 ZŁ,KADRY,nie ma
Marcin,Kołodziej,KA/506884/2014,2014/05/29,3852.2770000000005 pln,KADRY,MA
Ilona,Stępień,MA/924042/2018,2018-07-07,4570.72 PLN,MARKETING,Nie
Danuta,WALCZAK,LO/205571/2012,2012-08-17,4726.755000000001 ZŁ,LOGISTYKA,ma
Artur,Zawadzki,SP/669941/2014,2014-05-29,4009.5 złotych,SPRZEDAŻ ,NIE MA
zenon ,Wysocki,ma/344028/2011,2011-10-22,5006.400000000001 pln,,nie ma
Mieczysława,Szewczyk,ks/239399/2013,2013-03-05T00:00:00,5212.0 pln,KSIĘGOWOŚĆ,false
Przemysław,Szewczyk,ka/986205/2014,2014-12-15,3439.4500000000003 złotych,KADRY,false
Mieczysława ,Kwiatkowska,ks/837186/2009,2009-10-02T00:00:00,5086.0 pln,KSIĘGOWOŚĆ,NIE MA
Lech,Sadowski,IT/249626/2012  ,2012-05-09,7120.25 zł,IT,Fałsz
Bogusława,Michalak,KS/965554/2015,2015/05/14  ,7679.760000000001 zł,KSIĘGOWOŚĆ,MA
jacek,WŁODARCZYK,KS/836274/2016,2016-01-19,4310.0 PLN,KSIĘGOWOŚĆ,false
wiesława,Król,cz/403003/2010 ,2010-01-10,2438.3 PLN,CZYSTOŚĆ,NIE MA  
Alina,Mazur,SP/464942/2012,2012-11-25,4740.450000000001 pln,SPRZEDAŻ,1
edward  ,Sikora,MA_687390_2011,2011-09-02T00:00:00,3756.8 PLN,MARKETING,false
Natalia,,CZ-994020-2016,2016-06-17,3531.0000000000005 PLN,,True
Izabela,Majewska,oc/466037/2017,2017-04-13T00:00:00,2761.0 ZŁ,OCHRONA,nie ma
AGNIESZKA,,LO/309348/2011,2011-10-22,4200.795 ZŁ,LOGISTYKA,Fałsz
Małgorzata,Nowak,SP/221104/2010,2010-06-09T00:00:00,3466.65 pln,SPRZEDAŻ,ma 
Bogdan,wojciechowski,KA.767830.2010,2010-09-17,"4 341,55 PLN",KADRY,FAŁSZ
Henryk,Makowski,KS/325509/2018,,4292.6 PLN,KSIĘGOWOŚĆ,0
alfred  ,Kwiatkowski,KS/431900/2012,,5186.8 PLN,KSIĘGOWOŚĆ,FAŁSZ
Iwona,Stępień,it/915563/2014,2014-09-06T00:00:00,"7 697,250000000001 pln",IT,1
IRENEUSZ,Nowak,KS/998904/2009,2009-06-24,6276.6 pln,KSIĘGOWOŚĆ,FAŁSZ
marek,Kamiński,KA/471743/2011,2011-07-14,"5 232,304000000001 PLN",KADRY,
Sylwester,Michalski,ma/381080/2011  ,,3886.4 zł,MARKETING,False
MONIKA,Grabowska,OC/686146/2013,2013/09/21,3440.0300000000007 ZŁ,OCHRONA,True  
Tomasz,Stępień,KS/973108/2018,2018/07/07,5816.8 zł,KSIĘGOWOŚĆ,ma
Bożena,Kowalska,SP/669922/2013  ,2013-03-05,4278.0 PLN,SPRZEDAŻ,Fałsz
Mariusz,Sikora,KA/359606/2014,2014-12-15,4733.7 złotych,KADRY,FAŁSZ 
Franciszek,Jakubowski,MA/513840/2017,2017-07-22T00:00:00,5744.640000000001 zł,MARKETING,PRAWDA
KAROL,,sp/798037/2017,2017-02-22,3279.0 złotych,SPRZEDAŻ ,nie ma
Maria,tomaszewska,MA/289561/2012,2012-03-20,4005.7600000000007 PLN,MARKETING,Prawda
renata,JAWORSKA,ka/854263/2010,2010-03-01,5895.890000000001 zł,KADRY,true
Regina,Krawczyk,SP/547219/2010,2010-09-17,4812.225 pln,SPRZEDAŻ,TAK
Waldemar,Nowak,KA/925893/2010,2010-11-06T00:00:00,4622.5650000000005 złotych,KADRY,NIE MA
karol  ,Sikorski,CZ/330639/2012,2012-11-25,3374.8 pln,CZYSTOŚĆ,Tak
Ewa,NOWAK,SP/343183/2010,2010-12-26,4248.0 ZŁ,SPRZEDAŻ,Nie
Teresa,Pawłowska,MA/612787/2016,2016/11/14,3658.2400000000002 pln,MARKETING,FAŁSZ
Jolanta,Wiśniewska,ma/934071/2011 ,2011-05-25T00:00:00 ,3558.8800000000006 PLN,MARKETING,NIE MA
Eugenia,nowicka,KS/690161/2013,2013-03-05,5440.0 złotych,KSIĘGOWOŚĆ,0
Aleksandra,WÓJCIK ,KS/478050/2015,2015-07-03T00:00:00,6198.0 PLN,KSIĘGOWOŚĆ,nie ma  
Małgorzata,Szymańska,ma/908853/2012,2012-10-06,5251.136 PLN,MARKETING,Tak
sabina,Jankowska ,LO/954838/2016,2016-01-19T00:00:00,3384.4500000000003 pln,LOGISTYKA,0
Alfred,Nowak,KS/647450/2018,2018-07-07,4268.0 PLN,KSIĘGOWOŚĆ,NIE
Grażyna,Sikora ,CZ.628051.2012,2012-10-06,"2 710,0 PLN",CZYSTOŚĆ,false
Elżbieta,Wójcik,oc/916772/2013,2013-12-30,2644.4 ZŁ,OCHRONA,0
Józefa,Grabowska,KA/111404/2012,2012-11-25 ,3716.9 PLN,KADRY,FAŁSZ
Bogusław,Stępień,LO/956213/2012 ,2012-06-28,3779.3250000000003 złotych,LOGISTYKA,FAŁSZ
Teresa,WIECZOREK,MA-253209-2016,2016-03-09,4371.2 PLN,MARKETING,Nie
,Szewczyk ,OC/224662/2013,2013-06-13,2729.7600000000007 ZŁ,OCHRONA,1
Dorota,Mazur,IT_894446_2013,2013-12-30,8083.5 złotych,IT,0  
Józef,Michalak,LO_470160_2012,2012-01-30T00:00:00,4676.265 PLN,LOGISTYKA,false
Lucyna,WÓJCIK,ka/491213/2012,2012-06-28,5034.09 PLN,KADRY,NIE
Michalina,Woźniak,SP/452878/2010,2010/01/10,"3 558,1499999999996 zł",SPRZEDAŻ,Nie 
Władysława,Zając,OC/451310/2017,2017-09-10T00:00:00,3572.6900000000005 złotych,,NIE MA 
Aleksandra,Pawlak,KA/804250/2011,2011-07-14T00:00:00,4341.55 ZŁ,KADRY,0
Aneta,Kamińska,ka/727043/2017,2017-09-10,3460.2200000000003 PLN,KADRY,
Marian,Wójcik,KS_731570_2016,2016-01-19,6796.0 pln  ,KSIĘGOWOŚĆ,0
Zdzisław,Dąbrowski,OC/287255/2015,2015-05-14,3472.5790000000006 pln,OCHRONA,TAK
Hanna ,Krawczyk,KA/963100/2012,2012-05-09,4129.51 ZŁ,KADRY  ,true
Elżbieta,Rutkowska,KS/781774/2013,2013-09-21,5600.54 złotych,KSIĘGOWOŚĆ,True
Mieczysław,Głowacki,LO/215230/2013,2013-01-14T00:00:00,3449.25 złotych,LOGISTYKA,NIE MA
ZDZISŁAWA,Kwiatkowska,ma/926645/2014,2014/07/18  ,4654.496 PLN,MARKETING,ma 
Kazimiera,Nowakowska,KA/466358/2016,2016-06-17,5294.8 zł,KADRY,NIE MA 
Aniela,GÓRSKA,it/339213/2016,2016/11/14,7308.5 PLN,IT ,NIE MA
Wiesława,Nowicka   ,SP/725602/2015,2015-08-22,3621.0 złotych  ,SPRZEDAŻ,false
Mieczysław,Rutkowski,LO/235299/2015  ,2015/05/14    ,4670.325000000001 zł,LOGISTYKA,True
Marianna,Górska ,MA/421337/2016,2016-03-09,3920.0480000000007 złotych  ,MARKETING,ma
Leszek,Dąbrowski,KS/912234/2011,2011-10-22,5068.14 ZŁ,KSIĘGOWOŚĆ,ma
Łucja,szewczyk,SP.223335.2013,2013-04-24,3585.8999999999996 PLN,SPRZEDAŻ,false
Antonina,Witkowska,ka/512976/2010,2010/12/26,3338.7000000000003 ZŁ,KADRY,NIE
Agnieszka,Szymańska,KA/712756/2017  ,2017-01-03,4142.375 ZŁ,KADRY,False
Mariusz ,Zając,lo/334284/2013,,3313.0350000000008 ZŁ,LOGISTYKA,
Aleksandra,WÓJCIK ,KS/478050/2015,2015-07-03T00:00:00,6198.0 PLN,KSIĘGOWOŚĆ,nie ma  
franciszka,Zielińska,ma/540615/2010,2010-03-01,3683.2000000000003 zł,MARKETING,Fałsz
Tomasz,KRÓL,ma/341381/2010,2010-11-06 ,3416.0 pln,MARKETING,FAŁSZ
Antoni,woźniak,ma/117461/2014,2014-09-06T00:00:00,3624.0 zł,MARKETING,nie
Bronisław,Zalewski,KA/990445/2013,2013-06-13T00:00:00,4302.8 pln   ,KADRY,Nie
alicja,malinowska,cz/910758/2014,2014-07-18T00:00:00,"2 881,34 zł",CZYSTOŚĆ,tak
Józefa   ,Walczak,KS-874104-2009,2009-10-02T00:00:00,5108.0 PLN,KSIĘGOWOŚĆ,
Stefan,Krajewski,sp/348374/2015,2015-10-11,4221.0 zł  ,SPRZEDAŻ,Nie  
Weronika,Pawłowska   ,KA/746007/2018,2018-05-18,3834.855 pln,KADRY,false
Leszek,Wasilewski,OC/845863/2014,2014/04/09,2629.3300000000004 ZŁ,OCHRONA,True
aniela,Tomaszewska,SP/726329/2015,2015-03-25T00:00:00 ,3771.75 pln,SPRZEDAŻ,
Przemysław,,CZ-192890-2012,2012/05/09,3663.2200000000003 PLN,CZYSTOŚĆ,1
Zygmunt,Maciejewski,CZ/378482/2014,2014-05-29,3012.0 pln,CZYSTOŚĆ,false 
Mirosław,Witkowski,LO/868713/2010 ,2010/04/20,4421.25 ZŁ,LOGISTYKA,NIE MA
Dorota,Szymańska,KS/345052/2011,2011-09-02,4914.0 pln,KSIĘGOWOŚĆ ,FAŁSZ
Karolina,Kwiatkowska,LO_757430_2013,2013-03-05,"3 273,2370000000005 ZŁ",,tak
IZABELA,Ostrowska,OC.682899.2017,2017-06-02,3310.4390000000003 złotych,OCHRONA,1
Mirosław,Wojciechowski,CZ/999641/2013,2013-01-14,2452.0 złotych,CZYSTOŚĆ,0
Stefan,Szymański,it/354761/2013,2013-03-05 ,7632.5 ZŁ,IT,NIE MA
Leszek,Kamiński ,CZ/759819/2014,2014-02-18 ,2653.2000000000003 ZŁ,CZYSTOŚĆ,Prawda 
Maciej,Wojciechowski,IT/322291/2013,2013-12-30,8511.25 złotych ,IT,ma
Karolina,,CZ/872962/2015,2015-10-11,"2 781,7 ZŁ",CZYSTOŚĆ,Fałsz 
